raceId,circuitId,year,round,driverId,constructorId,grid,position,positionText,positionOrder,statusId,circuitRef,points,position_driver_standings,wins,constructorRef,driverRef,dob,nationality,points_constructor_standings,position_constructor_standings,position_quali,prev_wins,prev_points,prev_position_driver_standings,prev_position_constructor_standings,prev_points_constructor_standings,position_numeric
202401,1,2024,1,1,1,1,1,1,1,1,bahrain,26.0,1,1,red_bull,max_verstappen,1997-09-30,Dutch,44.0,1,1,0.0,0.0,0.0,0.0,0.0,1
202401,1,2024,1,5,1,5,2,2,2,1,bahrain,18.0,2,0,red_bull,perez,1990-01-26,Mexican,44.0,1,5,0.0,0.0,0.0,0.0,0.0,2
202401,1,2024,1,4,2,4,3,3,3,1,bahrain,15.0,3,0,ferrari,sainz,1994-09-01,Spanish,27.0,2,4,0.0,0.0,0.0,0.0,0.0,3
202401,1,2024,1,2,2,2,4,4,4,1,bahrain,12.0,4,0,ferrari,leclerc,1997-10-16,Monegasque,27.0,2,2,0.0,0.0,0.0,0.0,0.0,4
202401,1,2024,1,3,3,3,5,5,5,1,bahrain,10.0,5,0,mercedes,russell,1998-02-15,British,16.0,3,3,0.0,0.0,0.0,0.0,0.0,5
202401,1,2024,1,7,5,7,6,6,6,1,bahrain,8.0,6,0,mclaren,norris,1999-11-13,British,12.0,4,7,0.0,0.0,0.0,0.0,0.0,6
202401,1,2024,1,9,3,9,7,7,7,1,bahrain,6.0,7,0,mercedes,hamilton,1985-01-07,British,16.0,3,9,0.0,0.0,0.0,0.0,0.0,7
202401,1,2024,1,8,5,8,8,8,8,1,bahrain,4.0,8,0,mclaren,piastri,2001-04-06,Australian,12.0,4,8,0.0,0.0,0.0,0.0,0.0,8
202401,1,2024,1,6,4,6,9,9,9,1,bahrain,2.0,9,0,aston_martin,alonso,1981-07-29,Spanish,3.0,5,6,0.0,0.0,0.0,0.0,0.0,9
202401,1,2024,1,12,4,12,10,10,10,1,bahrain,1.0,10,0,aston_martin,stroll,1998-10-29,Canadian,3.0,5,12,0.0,0.0,0.0,0.0,0.0,10
202401,1,2024,1,17,9,17,11,11,11,1,bahrain,0.0,18,0,sauber,zhou,1999-05-30,Chinese,0.0,10,17,0.0,0.0,0.0,0.0,0.0,11
202401,1,2024,1,15,6,15,12,12,12,1,bahrain,0.0,16,0,haas,kevin_magnussen,1992-10-05,Danish,0.0,7,15,0.0,0.0,0.0,0.0,0.0,12
202401,1,2024,1,14,7,14,13,13,13,1,bahrain,0.0,15,0,rb,ricciardo,1989-07-01,Australian,0.0,8,14,0.0,0.0,0.0,0.0,0.0,13
202401,1,2024,1,11,7,11,14,14,14,1,bahrain,0.0,13,0,rb,tsunoda,2000-05-11,Japanese,0.0,8,11,0.0,0.0,0.0,0.0,0.0,14
202401,1,2024,1,13,8,13,15,15,15,1,bahrain,0.0,14,0,williams,albon,1996-03-23,Thai,0.0,9,13,0.0,0.0,0.0,0.0,0.0,15
202401,1,2024,1,10,6,10,16,16,16,1,bahrain,0.0,12,0,haas,hulkenberg,1987-08-19,German,0.0,7,10,0.0,0.0,0.0,0.0,0.0,16
202401,1,2024,1,19,10,19,17,17,17,1,bahrain,0.0,20,0,alpine,ocon,1996-09-17,French,0.0,6,19,0.0,0.0,0.0,0.0,0.0,17
202401,1,2024,1,20,10,20,18,18,18,1,bahrain,0.0,11,0,alpine,gasly,1996-02-07,French,0.0,6,20,0.0,0.0,0.0,0.0,0.0,18
202401,1,2024,1,16,9,16,19,19,19,1,bahrain,0.0,17,0,sauber,bottas,1989-08-28,Finnish,0.0,10,16,0.0,0.0,0.0,0.0,0.0,19
202401,1,2024,1,18,8,18,20,20,20,1,bahrain,0.0,19,0,williams,sargeant,2000-12-31,American,0.0,9,18,0.0,0.0,0.0,0.0,0.0,20
202402,2,2024,2,1,1,1,1,1,1,1,jeddah,51.0,1,1,red_bull,max_verstappen,1997-09-30,Dutch,87.0,1,1,1.0,26.0,1.0,1.0,44.0,1
202402,2,2024,2,5,1,3,2,2,2,1,jeddah,36.0,2,0,red_bull,perez,1990-01-26,Mexican,87.0,1,3,0.0,18.0,2.0,1.0,44.0,2
202402,2,2024,2,2,2,2,3,3,3,1,jeddah,28.0,3,0,ferrari,leclerc,1997-10-16,Monegasque,49.0,2,2,0.0,12.0,4.0,2.0,27.0,3
202402,2,2024,2,8,5,5,4,4,4,1,jeddah,16.0,5,0,mclaren,piastri,2001-04-06,Australian,28.0,3,5,0.0,4.0,8.0,4.0,12.0,4
202402,2,2024,2,6,4,4,5,5,5,1,jeddah,12.0,7,0,aston_martin,alonso,1981-07-29,Spanish,13.0,5,4,0.0,2.0,9.0,5.0,3.0,5
202402,2,2024,2,3,3,7,6,6,6,1,jeddah,18.0,4,0,mercedes,russell,1998-02-15,British,26.0,4,7,0.0,10.0,5.0,3.0,16.0,6
202402,2,2024,2,21,2,11,7,7,7,1,jeddah,6.0,10,0,ferrari,bearman,2005-05-08,British,49.0,2,11,0.0,0.0,0.0,0.0,0.0,7
202402,2,2024,2,7,5,6,8,8,8,1,jeddah,12.0,8,0,mclaren,norris,1999-11-13,British,28.0,3,6,0.0,8.0,6.0,4.0,12.0,8
202402,2,2024,2,9,3,8,9,9,9,1,jeddah,8.0,9,0,mercedes,hamilton,1985-01-07,British,26.0,4,8,0.0,6.0,7.0,3.0,16.0,9
202402,2,2024,2,10,6,15,10,10,10,1,jeddah,1.0,12,0,haas,hulkenberg,1987-08-19,German,1.0,6,15,0.0,0.0,12.0,7.0,0.0,10
202402,2,2024,2,13,8,12,11,11,11,1,jeddah,0.0,21,0,williams,albon,1996-03-23,Thai,0.0,8,12,0.0,0.0,14.0,9.0,0.0,11
202402,2,2024,2,15,6,13,12,12,12,1,jeddah,0.0,14,0,haas,kevin_magnussen,1992-10-05,Danish,1.0,6,13,0.0,0.0,16.0,7.0,0.0,12
202402,2,2024,2,19,10,17,13,13,13,1,jeddah,0.0,18,0,alpine,ocon,1996-09-17,French,0.0,10,17,0.0,0.0,20.0,6.0,0.0,13
202402,2,2024,2,18,8,19,14,14,14,1,jeddah,0.0,17,0,williams,sargeant,2000-12-31,American,0.0,8,19,0.0,0.0,19.0,9.0,0.0,14
202402,2,2024,2,11,7,9,15,15,15,1,jeddah,0.0,15,0,rb,tsunoda,2000-05-11,Japanese,0.0,7,9,0.0,0.0,13.0,8.0,0.0,15
202402,2,2024,2,14,7,14,16,16,16,1,jeddah,0.0,13,0,rb,ricciardo,1989-07-01,Australian,0.0,7,14,0.0,0.0,15.0,8.0,0.0,16
202402,2,2024,2,16,9,16,17,17,17,1,jeddah,0.0,20,0,sauber,bottas,1989-08-28,Finnish,0.0,9,16,0.0,0.0,17.0,10.0,0.0,17
202402,2,2024,2,17,9,20,18,18,18,1,jeddah,0.0,16,0,sauber,zhou,1999-05-30,Chinese,0.0,9,20,0.0,0.0,18.0,10.0,0.0,18
202402,2,2024,2,12,4,10,19,R,19,1,jeddah,1.0,11,0,aston_martin,stroll,1998-10-29,Canadian,13.0,5,10,0.0,1.0,10.0,5.0,3.0,19
202402,2,2024,2,20,10,18,20,R,20,1,jeddah,0.0,19,0,alpine,gasly,1996-02-07,French,0.0,10,18,0.0,0.0,11.0,6.0,0.0,20
202403,3,2024,3,4,2,2,1,1,1,1,albert_park,40.0,4,1,ferrari,sainz,1994-09-01,Spanish,93.0,2,2,0.0,15.0,3.0,2.0,27.0,1
202403,3,2024,3,2,2,4,2,2,2,1,albert_park,47.0,2,0,ferrari,leclerc,1997-10-16,Monegasque,93.0,2,5,0.0,28.0,3.0,2.0,49.0,2
202403,3,2024,3,7,5,3,3,3,3,1,albert_park,27.0,6,0,mclaren,norris,1999-11-13,British,55.0,3,4,0.0,12.0,8.0,3.0,28.0,3
202403,3,2024,3,8,5,5,4,4,4,1,albert_park,28.0,5,0,mclaren,piastri,2001-04-06,Australian,55.0,3,6,0.0,16.0,5.0,3.0,28.0,4
