iter	Logloss
319	0.001595692892
320	0.001589467628
321	0.001584448078
322	0.001578457508
323	0.001572370726
324	0.00156762537
325	0.001560913157
326	0.001554222287
327	0.001549362888
328	0.001543058649
329	0.001538396357
330	0.001529785981
331	0.001524238833
332	0.001519706258
333	0.001512083683
334	0.00150769652
335	0.00150232279
336	0.001497475
337	0.001493247241
338	0.001485970021
339	0.001481811535
340	0.001476063649
341	0.001472038764
342	0.001466942552
343	0.001462335064
344	0.001458429078
345	0.00145072465
346	0.0014412138
347	0.001437415679
348	0.001430885527
349	0.001426145645
350	0.00142236449
351	0.001415313867
352	0.001409881217
353	0.001405488003
354	0.001401008318
355	0.001397334401
356	0.0013931505
357	0.001386558882
358	0.001383030287
359	0.001378931684
360	0.001372702501
361	0.001366373027
362	0.001361411612
363	0.001357544357
364	0.00135204062
365	0.001348170731
366	0.001343408829
367	0.001339931085
368	0.001336550882
369	0.001329485534
370	0.001325872723
371	0.001322581702
372	0.001317376281
